evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10
193 -0.7524307006 0.005248 -0.259706 -0.293665 -0.112230 -0.130712 -0.111543 -0.011262 0.226352 0.004634 0.146689 -0.951948
194 -0.6956464597 -0.140520 -0.217016 -0.068137 -0.151395 0.103927 0.391261 -0.043508 -0.257688 0.202381 0.091322 -1.000000
195 -0.6615455853 -0.110302 -0.298768 -0.382290 0.087143 -0.226121 0.415428 0.152714 0.136271 0.523317 0.040932 -1.000000
196 -0.5870476161 -0.024970 -0.177954 0.020488 -0.350769 0.199336 -0.135710 -0.207483 -0.167607 -0.316301 0.197079 -0.847182
197 -0.7546680250 0.021083 -0.113910 -0.399110 -0.075284 -0.144454 -0.109421 0.202836 0.102563 0.171593 0.072580 -1.000000
198 -0.5976653167 -0.156355 -0.362812 0.037307 -0.188341 0.117670 0.389140 -0.257605 -0.133899 0.035422 0.165432 -0.897556
199 -0.7203890803 -0.135065 -0.230670 -0.342176 0.157130 -0.204400 -0.162877 0.222769 0.123851 0.048531 0.181279 -1.000000
200 -0.7086321750 0.131350 -0.161980 -0.316535 -0.314553 -0.004911 0.079612 -0.001441 0.040664 0.085002 0.019449 -0.851769
201 -0.6153176060 0.077526 -0.085608 -0.222380 0.018705 0.186503 0.005198 0.242938 0.109285 0.055277 -0.064523 -0.781607
202 -0.7042163244 -0.081241 -0.307042 -0.436331 -0.176129 -0.395814 -0.088464 -0.021610 0.055231 0.078256 0.265251 -1.000000
203 -0.7347447989 -0.147531 0.011468 -0.326289 -0.044938 -0.160338 0.082010 0.037726 0.267406 -0.048583 0.251229 -1.000000
204 -0.6407990580 0.143816 -0.404117 -0.332422 -0.112486 -0.048973 -0.165275 0.183601 -0.102891 0.182116 -0.050501 -0.922665
205 -0.6639869388 0.014410 -0.127562 -0.498568 -0.119902 -0.170460 -0.148751 0.290087 0.204741 0.189733 0.281654 -0.849499
206 -0.7848145175 -0.018125 -0.265088 -0.160143 -0.037521 -0.038851 0.065486 -0.068759 -0.040225 -0.056200 -0.080925 -1.000000
207 -0.7312883168 -0.001352 -0.155809 -0.252886 -0.036411 -0.110694 -0.223632 0.139797 0.228553 0.126211 0.130316 -1.000000
208 -0.6459468163 -0.002363 -0.236840 -0.405825 -0.121013 -0.098617 0.140366 0.081531 -0.064037 0.007322 0.070412 -0.790552
209 -0.6655039527 0.131819 -0.228813 -0.381786 0.234962 -0.071104 0.034662 0.147439 0.040831 0.094086 -0.062629 -1.000000
210 -0.6891428370 0.022188 -0.179679 -0.139907 -0.271311 -0.063064 0.018858 0.076599 0.241902 -0.006072 0.206104 -0.873975
211 -0.6447060890 0.034811 -0.202397 -0.147188 -0.071214 0.048822 0.167348 -0.033116 0.230163 -0.106300 0.067945 -0.833554
212 -0.7520762019 -0.143318 -0.130082 -0.340497 0.006258 -0.243610 -0.166919 0.083560 -0.020275 0.091239 0.075118 -1.000000
213 -0.7628684325 -0.175929 -0.314481 -0.136889 0.090128 -0.155163 0.000111 -0.041555 0.132239 -0.110697 0.064581 -1.000000
214 -0.7385106158 0.067422 -0.017998 -0.350796 -0.155084 -0.039625 0.000319 0.091999 0.077650 0.095635 0.078482 -0.922418
215 -0.6885304257 -0.185728 -0.278001 -0.058860 0.016765 -0.142358 0.226132 0.080896 -0.003296 0.112019 0.210398 -0.901670
216 -0.7039561491 0.077221 -0.054477 -0.428824 -0.081721 -0.052430 -0.225703 -0.030452 0.213185 -0.127081 -0.067334 -1.000000
217 -0.5217315993 -0.210622 0.064216 -0.401814 -0.066011 0.022904 0.043886 0.200098 -0.021689 -0.155024 0.127175 -0.745546
218 -0.6891496215 0.102115 -0.396694 -0.085871 0.001055 -0.217692 -0.043457 -0.149654 0.231578 0.139962 0.015889 -1.000000
219 -0.6743683962 0.142990 -0.036161 -0.122685 -0.163012 -0.392364 -0.050051 0.176564 0.248564 0.096638 0.132518 -0.975139
220 -0.7472763301 -0.251497 -0.296317 -0.364999 0.098056 0.197576 0.050480 -0.126120 -0.038675 -0.111700 0.010545 -1.000000
221 -0.7319755616 -0.205834 -0.181052 -0.324412 0.076886 0.129648 -0.004227 -0.069317 -0.168893 -0.023591 0.081786 -0.973528
222 -0.7616534378 -0.084522 -0.264374 -0.199532 -0.000867 -0.337893 -0.086493 0.050942 0.292696 -0.053087 0.026140 -1.000000
223 -0.7118143745 0.024585 -0.187520 -0.175951 0.158003 -0.087854 -0.085039 -0.004989 0.014587 -0.083809 0.082492 -0.902261
224 -0.7872980155 -0.314941 -0.257906 -0.347993 -0.081983 -0.120390 -0.005681 -0.013387 0.109217 0.007131 0.025433 -1.000000
225 -0.7368118591 -0.273997 -0.196362 -0.030855 0.170611 0.131210 0.067195 -0.078858 -0.078739 -0.068529 0.173743 -1.000000
226 -0.7159282648 -0.016359 -0.249064 -0.493088 -0.094591 -0.339455 -0.157915 0.060482 0.202543 -0.008149 -0.065818 -0.941523
227 -0.7554166065 -0.227408 -0.335127 -0.208710 0.118747 -0.024503 -0.007922 0.101178 0.032279 -0.033890 0.040967 -0.920564
228 -0.7876476796 -0.062948 -0.110299 -0.315234 -0.042728 -0.183741 -0.082799 -0.119554 0.091524 -0.042788 0.066959 -1.000000
229 -0.7243437953 -0.230579 -0.463153 -0.283984 -0.176578 -0.258855 -0.246795 -0.063890 0.043230 -0.141752 0.111697 -0.943170
230 -0.7441104017 -0.059777 0.017727 -0.239959 0.252597 0.050610 0.156075 0.045514 0.080574 0.065074 -0.003772 -1.000000
231 -0.6216656708 -0.168435 -0.165547 -0.261464 0.058232 -0.076205 -0.004511 -0.065104 0.181269 0.121473 0.094734 -0.824006
232 -0.7687653957 -0.111687 -0.158008 -0.302207 -0.088770 -0.209964 -0.075048 -0.109413 -0.015457 -0.120304 -0.086133 -1.000000
233 -0.7613036139 -0.217564 -0.260855 -0.248449 -0.149974 -0.148991 -0.198172 -0.037041 0.147922 -0.127449 -0.070765 -1.000000
234 -0.7103300059 -0.079934 -0.121217 -0.333533 0.114961 -0.184909 0.107406 -0.032139 0.098829 0.075904 0.158007 -0.968635
235 -0.7587081766 -0.101241 -0.127437 -0.381625 0.035538 -0.265874 -0.019179 -0.027734 -0.058364 -0.167425 0.072434 -1.000000
236 -0.7333374269 -0.196257 -0.254634 -0.200357 -0.070551 -0.068025 -0.071587 -0.041446 0.305115 0.115880 0.014808 -0.972133
237 -0.6987208669 -0.236410 -0.263898 -0.375918 -0.026141 -0.205885 -0.232683 0.077043 -0.032745 0.067097 0.034125 -0.839383
238 -0.7696716083 -0.061088 -0.118174 -0.206064 -0.008872 -0.128015 0.141917 -0.146224 0.279496 -0.118642 0.053117 -1.000000
239 -0.7091344431 -0.066876 -0.305212 -0.282446 0.066050 -0.072727 -0.122777 0.126649 0.020026 0.090734 0.015703 -0.957669
240 -0.7619735232 -0.230622 -0.076859 -0.299535 -0.101062 -0.261173 0.032011 -0.195829 0.226724 -0.142279 0.071539 -1.000000
241 -0.7573535136 -0.028264 -0.115176 -0.276351 0.030232 -0.219763 -0.073823 -0.061941 0.101218 -0.016886 0.147171 -1.000000
242 -0.7209363369 -0.269233 -0.266895 -0.305631 -0.065245 -0.114137 -0.016943 -0.007239 0.145532 -0.034659 -0.059929 -0.848489
243 -0.7799150212 -0.189323 -0.060655 -0.197204 -0.029184 -0.091980 0.000316 -0.125350 0.103115 -0.047473 0.024471 -1.000000
244 -0.7195108138 -0.049778 -0.211492 -0.320219 -0.084834 -0.267600 0.052508 -0.132609 0.227859 -0.204518 -0.007859 -0.890575
245 -0.7229396309 -0.038527 -0.161409 -0.255195 0.114147 -0.096716 0.064889 -0.132070 -0.052450 -0.045626 -0.089523 -0.959489
246 -0.7333990810 -0.200574 -0.110738 -0.262227 -0.228165 -0.262864 -0.012065 -0.125890 0.383424 -0.206365 0.106135 -1.000000
247 -0.7541575428 -0.212411 -0.217793 -0.251511 -0.053145 -0.223402 0.058220 -0.104889 0.185886 -0.199079 0.030538 -1.000000
248 -0.7230575452 -0.026691 -0.054354 -0.265911 -0.060872 -0.136178 -0.005396 -0.153071 0.145088 -0.052912 -0.013926 -0.912392
249 -0.7776395709 -0.126086 -0.072849 -0.308468 0.081097 -0.128003 0.093822 -0.005675 0.122195 -0.150418 0.015002 -1.000000
250 -0.7256530694 -0.113015 -0.199299 -0.208954 -0.195114 -0.231577 -0.040998 -0.252284 0.208779 -0.101573 0.001610 -0.964857
251 -0.7262598502 -0.217481 -0.144915 -0.311415 0.049457 -0.180589 -0.047179 -0.236427 0.232652 0.008767 -0.037750 -0.918056
252 -0.7646079834 -0.021620 -0.127233 -0.206007 -0.163474 -0.178991 0.100003 -0.021533 0.098323 -0.260758 0.054362 -1.000000
253 -0.7457459863 -0.042731 -0.132728 -0.036116 -0.104655 -0.136228 0.195108 -0.017833 0.229115 0.073644 -0.037609 -1.000000
254 -0.7549783955 -0.245311 -0.037137 -0.320613 0.047082 -0.311750 0.058284 -0.061985 0.142364 -0.081417 0.261582 -1.000000
255 -0.7717772376 -0.235519 -0.064565 -0.188357 -0.108682 -0.130618 0.098707 -0.127080 -0.034978 -0.096709 0.009695 -1.000000
256 -0.7566404799 -0.045757 -0.122143 -0.264060 0.052519 -0.130651 0.012594 -0.012702 0.276772 -0.142232 0.039945 -0.948905
257 -0.7399438663 -0.138879 -0.038953 -0.267530 -0.108334 -0.165404 0.123259 0.101845 0.167638 0.021128 -0.117725 -0.929135
258 -0.7253425445 -0.142396 -0.147756 -0.184887 0.052171 -0.095865 -0.011958 -0.241627 0.074155 -0.260069 0.167365 -1.000000
259 -0.7052775708 -0.285513 0.031268 -0.200089 0.110212 -0.091967 0.157331 -0.068164 0.276346 -0.141139 -0.206177 -0.923865
260 -0.7559122698 0.004237 -0.217977 -0.252328 -0.166375 -0.169302 -0.046030 -0.071618 -0.034552 -0.097802 0.255817 -1.000000
261 -0.7618591599 -0.012746 -0.164980 -0.193889 -0.035538 -0.057977 0.093196 -0.076478 -0.018394 -0.155436 0.053699 -0.962125
262 -0.7650061879 -0.268530 -0.021729 -0.258528 -0.020625 -0.203292 0.018106 -0.063304 0.260187 -0.083505 -0.004058 -1.000000
263 -0.7668161695 -0.281435 -0.167447 -0.153545 0.011207 -0.128957 0.102973 -0.075970 0.081110 -0.211341 -0.124838 -0.971122
264 -0.7511873294 0.000159 -0.019261 -0.298872 -0.067371 -0.132312 0.008329 -0.063812 0.160684 -0.027600 0.174478 -1.000000
265 -0.7436070040 -0.296736 -0.183523 -0.111307 0.012791 -0.054727 0.092144 -0.072890 -0.114950 -0.143916 -0.199230 -0.970770
266 -0.7562194255 -0.149562 -0.010119 -0.278083 -0.109427 -0.215668 0.072131 -0.113317 0.234714 -0.120893 0.154383 -1.000000
267 -0.7414838262 -0.220693 -0.045278 -0.166972 -0.158362 -0.110804 0.175924 0.024862 -0.037671 -0.051405 0.067514 -0.929999
268 -0.7567560977 -0.225604 -0.148364 -0.222419 0.061726 -0.159592 -0.011649 -0.211069 0.157435 -0.213403 -0.112360 -1.000000
269 -0.7182750937 -0.352819 -0.121714 -0.260431 0.014561 -0.191206 0.107185 -0.083915 0.218932 -0.215848 -0.054929 -0.982941
270 -0.7620256712 -0.093479 -0.071927 -0.128960 -0.111197 -0.079189 0.057090 -0.102293 -0.099168 -0.048961 0.010082 -0.990018
271 -0.7383100735 -0.154464 -0.103834 -0.063640 -0.014756 -0.073036 0.182881 -0.080696 0.136210 -0.056891 -0.127126 -0.966275
272 -0.7580851097 -0.291834 -0.089807 -0.325751 -0.081880 -0.197359 -0.018606 -0.105511 -0.016446 -0.207917 0.082279 -1.000000
273 -0.7827799594 -0.166087 -0.118090 -0.181597 0.041993 -0.176228 0.096600 -0.043377 0.088265 -0.137530 0.047545 -1.000000
274 -0.7410673313 -0.280210 -0.075551 -0.207794 -0.138629 -0.094167 0.067675 -0.142830 0.031500 -0.127278 -0.092391 -0.876631
275 -0.7386607396 -0.189218 -0.091777 -0.393307 -0.041820 -0.119364 0.027937 -0.234183 0.154127 -0.063745 -0.030029 -0.975282
276 -0.7787968437 -0.157546 0.007158 -0.147143 -0.163843 -0.130913 0.134079 -0.164770 -0.046132 -0.097090 0.114488 -1.000000
277 -0.7848416647 -0.205869 0.000006 -0.200041 0.007509 -0.235775 -0.015832 -0.080805 0.098349 -0.109032 0.078092 -1.000000
278 -0.7437090034 -0.139976 -0.198918 -0.199705 -0.054784 -0.072802 0.126749 -0.096347 -0.029099 -0.156063 -0.012940 -0.932027
279 -0.7600453643 -0.126837 0.077823 -0.152286 -0.177332 -0.240640 -0.028053 -0.110343 -0.041875 -0.119004 0.132814 -0.944452
280 -0.7881768723 -0.219008 -0.276735 -0.247460 0.130057 -0.067938 0.138971 -0.066809 0.111125 -0.146091 -0.067662 -1.000000
281 -0.7396178301 -0.349551 -0.205923 -0.071296 0.004725 -0.185378 0.168585 -0.053019 -0.108204 -0.178424 0.122992 -0.955599
282 -0.7586374722 0.003706 0.007011 -0.328450 -0.052000 -0.123199 -0.057668 -0.124133 0.177454 -0.086671 -0.057839 -1.000000
283 -0.7584902101 -0.110473 -0.060204 -0.173514 0.018639 -0.296322 -0.001356 -0.031881 -0.004877 -0.034610 0.016980 -0.966251
284 -0.7687114000 -0.235371 -0.138708 -0.226232 -0.065914 -0.012255 0.112274 -0.145270 0.074127 -0.230485 0.048173 -1.000000
285 -0.7790117426 -0.127773 -0.231493 -0.209426 0.090243 -0.155309 -0.022962 -0.116554 0.002939 -0.079756 0.095149 -1.000000
286 -0.7584993806 -0.218072 0.032582 -0.190320 -0.137518 -0.153269 0.133880 -0.060597 0.066311 -0.185339 -0.029996 -0.934548
287 -0.7674611328 -0.221525 -0.133714 -0.174540 0.048605 -0.135619 0.086840 0.021086 0.010370 -0.101837 0.082464 -0.976875
288 -0.7800478539 -0.168731 -0.191691 -0.261404 0.059458 -0.125076 0.052458 -0.204512 0.135389 -0.146629 -0.041366 -1.000000
289 -0.7536774774 -0.197055 -0.204842 -0.255805 0.084104 -0.112171 0.061223 -0.191927 0.076875 -0.155893 -0.039537 -0.931855
290 -0.7695756630 -0.193201 -0.120563 -0.180139 0.023959 -0.148525 0.078075 0.008501 0.068885 -0.092574 0.080634 -1.000000
291 -0.7475821364 -0.133549 -0.105497 -0.207358 0.050415 -0.147120 0.003060 -0.056778 -0.025339 -0.278292 -0.020288 -1.000000
292 -0.7038218712 -0.256706 -0.219907 -0.228587 0.057648 -0.113575 0.136238 -0.126647 0.171099 0.029825 0.061386 -0.975472
293 -0.7453104436 -0.138271 -0.127922 -0.194606 -0.036130 -0.037219 0.048636 -0.077811 0.082867 -0.138711 0.042865 -0.953697
294 -0.7257171628 -0.251984 -0.197483 -0.241338 0.144193 -0.223477 0.090662 -0.105614 0.062893 -0.109756 -0.001768 -1.000000
295 -0.7631806715 -0.155115 -0.196266 -0.281236 0.157412 -0.182489 0.017253 0.057160 -0.007262 -0.097443 0.019091 -1.000000
296 -0.7329547269 -0.235140 -0.129138 -0.154708 -0.049349 -0.078207 0.122045 -0.240586 0.153021 -0.151024 0.022006 -0.931034
297 -0.7605148052 -0.204622 -0.154737 -0.245059 -0.060072 -0.098131 0.035290 0.036426 0.075690 -0.027925 0.071078 -0.955963
298 -0.7698691543 -0.224437 -0.114355 -0.191529 0.108221 -0.048036 0.067262 -0.130684 0.117202 -0.206408 -0.041424 -1.000000
299 -0.7901386393 -0.220771 -0.117552 -0.180361 0.068780 -0.084475 0.087384 -0.047232 0.034163 -0.107129 -0.133952 -1.000000
300 -0.7560424051 -0.147616 -0.206754 -0.273199 0.036424 -0.190339 0.034107 -0.102679 0.127085 -0.122831 0.178220 -0.938626
301 -0.7700227582 -0.136701 -0.154490 -0.237207 0.034772 -0.119762 0.038586 -0.112756 0.099093 -0.083179 0.013296 -0.970217
302 -0.7842126474 -0.231686 -0.169816 -0.216353 0.070432 -0.155052 0.082905 -0.037155 0.062155 -0.146780 0.030972 -1.000000
303 -0.7754047487 -0.247059 -0.244102 -0.278362 0.083660 -0.158806 0.050616 -0.103027 0.098853 -0.198940 0.036660 -1.000000
304 -0.7412156594 -0.121328 -0.080204 -0.175198 0.021545 -0.116008 0.070875 -0.046884 0.062395 -0.031020 0.007608 -0.947263
305 -0.7474909937 -0.195904 -0.116475 -0.244590 0.080703 -0.140704 0.078232 -0.038159 0.160777 -0.044518 0.126048 -0.998086
306 -0.7293757963 -0.172483 -0.207831 -0.208971 0.024501 -0.134109 0.043259 -0.111752 0.000471 -0.185442 -0.081780 -0.990379
307 -0.7705084508 -0.201026 -0.150737 -0.133585 0.020492 -0.092458 0.135614 -0.074311 0.148516 -0.150963 0.049341 -1.000000
308 -0.7154141279 -0.167362 -0.173569 -0.319975 0.084712 -0.182356 -0.014122 -0.075600 0.012732 -0.078997 -0.005073 -0.962079
309 -0.7682544507 -0.234405 -0.132215 -0.190308 0.070817 -0.167391 0.125800 -0.066708 0.104285 -0.132464 0.014736 -0.999452
310 -0.7619631108 -0.210435 -0.182157 -0.217818 0.060198 -0.068075 0.039500 -0.051984 0.028191 -0.139621 -0.090560 -0.997945
311 -0.7567117543 -0.152864 -0.208403 -0.150972 0.099671 -0.045522 0.206292 -0.055679 -0.033693 -0.103720 -0.062613 -1.000000
312 -0.7314689615 -0.291976 -0.105969 -0.257155 0.031345 -0.189944 -0.040992 -0.063013 0.166169 -0.168365 -0.013210 -0.985444
313 -0.7611082182 -0.229066 -0.239627 -0.261990 0.087657 -0.080523 0.028538 -0.126739 0.174359 -0.083704 -0.081323 -1.000000
314 -0.7560102706 -0.215774 -0.074745 -0.146137 0.043358 -0.154944 0.136762 0.008048 -0.041883 -0.188380 0.005500 -0.965347
315 -0.7859953935 -0.246217 -0.184896 -0.224434 0.051883 -0.155402 0.061871 -0.036498 0.078213 -0.141352 0.021877 -1.000000
316 -0.7642876113 -0.198623 -0.129476 -0.183693 0.079132 -0.080064 0.103429 -0.082194 0.054263 -0.130733 -0.097701 -0.982117
317 -0.6831695233 -0.299947 -0.221587 -0.241659 0.013489 -0.107460 0.151610 -0.107500 -0.018717 -0.068518 -0.038565 -0.996748
318 -0.7502823324 -0.144893 -0.092785 -0.166467 0.117526 -0.128006 0.013690 -0.011192 0.151193 -0.203566 -0.037259 -1.000000
319 -0.7818677217 -0.193951 -0.119046 -0.126560 0.049762 -0.149656 0.124866 -0.049197 0.081041 -0.115220 0.039517 -1.000000
320 -0.7954599001 -0.192497 -0.131004 -0.201627 0.027422 -0.131596 0.078754 -0.138070 0.050868 -0.152528 -0.048103 -1.000000
321 -0.7677813570 -0.209254 -0.095236 -0.159726 0.069072 -0.217821 0.139061 -0.034287 0.078981 -0.125515 0.014310 -0.962500
322 -0.7844916390 -0.239343 -0.211349 -0.217747 0.045894 -0.071661 0.045233 -0.065676 0.078570 -0.138255 0.003287 -1.000000
323 -0.7600330684 -0.245420 -0.174936 -0.146474 0.074545 -0.181340 0.057693 -0.056349 0.017366 -0.110847 0.011242 -0.978498
324 -0.7782234011 -0.203178 -0.131648 -0.230999 0.040421 -0.108141 0.126602 -0.043613 0.140186 -0.152922 0.006355 -1.000000
325 -0.7668928030 -0.186441 -0.130541 -0.214123 0.057899 -0.100241 0.110030 -0.061672 0.038178 -0.121396 -0.044581 -0.962590
326 -0.7796144694 -0.262156 -0.176044 -0.163350 0.057067 -0.189241 0.074264 -0.038291 0.119373 -0.142373 0.062178 -1.000000
327 -0.7805921453 -0.218374 -0.111158 -0.208493 0.040402 -0.169411 0.082683 -0.063275 0.127649 -0.124586 0.013225 -0.981093
328 -0.7880203174 -0.230223 -0.195426 -0.168980 0.074564 -0.120071 0.101612 -0.036688 0.029902 -0.139183 0.004371 -1.000000
329 -0.7929189742 -0.227336 -0.142150 -0.197875 -0.037688 -0.174271 0.130070 0.009947 0.089422 -0.117643 0.025051 -1.000000
330 -0.7661556028 -0.221261 -0.164435 -0.179598 0.152653 -0.115211 0.054225 -0.109910 0.068130 -0.146126 -0.007454 -0.979348
331 -0.7772818630 -0.229756 -0.177382 -0.241033 0.052709 -0.122908 0.076946 -0.108294 0.067858 -0.140593 0.065872 -1.000000
332 -0.7734811414 -0.197497 -0.125792 -0.153128 -0.011769 -0.150586 0.109016 -0.035573 0.059315 -0.136436 -0.090754 -0.970147
333 -0.7525293019 -0.227257 -0.195943 -0.223165 0.071830 -0.164692 0.098183 -0.113367 0.067791 -0.207006 -0.023785 -0.975701
334 -0.7835826634 -0.199996 -0.107231 -0.170996 -0.030889 -0.108803 0.087779 -0.030500 0.059383 -0.070022 -0.001097 -1.000000
335 -0.7855580211 -0.183284 -0.149588 -0.184616 0.010905 -0.113535 0.054427 -0.024240 0.062209 -0.067484 -0.031610 -1.000000
336 -0.7389121375 -0.243969 -0.153586 -0.209545 0.030035 -0.159960 0.131535 -0.119627 0.064964 -0.209544 0.006729 -0.989279
337 -0.7967809108 -0.170699 -0.092553 -0.206974 0.025123 -0.179078 0.138559 -0.105792 0.051115 -0.148655 -0.072984 -1.000000
338 -0.7451309235 -0.256554 -0.210621 -0.187188 0.015818 -0.094416 0.047403 -0.038075 0.076059 -0.128373 0.048102 -0.994061
339 -0.7734815759 -0.207849 -0.203264 -0.205133 0.065968 -0.147766 0.073288 -0.030625 0.056860 -0.151305 0.000087 -0.963532
340 -0.7953938445 -0.219404 -0.099910 -0.189028 -0.025027 -0.125729 0.112674 -0.113242 0.070314 -0.125723 -0.024969 -1.000000
341 -0.7805950040 -0.178144 -0.128714 -0.234682 0.056627 -0.170872 0.104787 -0.078992 0.071200 -0.175370 0.054583 -1.000000
342 -0.7829201848 -0.160783 -0.111047 -0.221577 0.030455 -0.171106 0.127046 -0.092003 0.064636 -0.144230 0.034083 -1.000000
343 -0.7814248034 -0.149650 -0.060039 -0.246985 0.009260 -0.161367 0.084703 -0.057479 0.013655 -0.092913 -0.036602 -1.000000
344 -0.7551521889 -0.227932 -0.153912 -0.145508 0.001710 -0.132526 0.137995 -0.113947 0.105738 -0.152391 -0.045197 -0.984377
345 -0.7620174383 -0.232881 -0.114941 -0.200686 -0.010647 -0.159769 0.161606 -0.127356 0.038251 -0.110587 -0.063901 -0.950355
346 -0.7793672042 -0.144702 -0.099010 -0.191807 0.021616 -0.134123 0.061092 -0.044070 0.081142 -0.134717 -0.017898 -1.000000
347 -0.7873655226 -0.162011 -0.106643 -0.148827 -0.026163 -0.114808 0.116546 -0.084596 -0.018740 -0.127549 -0.069047 -1.000000
348 -0.7811429556 -0.215571 -0.107308 -0.243665 0.037132 -0.179085 0.106152 -0.086830 0.138133 -0.117754 -0.012752 -0.987020
349 -0.7768230130 -0.144816 -0.127164 -0.192854 0.020912 -0.140546 0.090324 -0.158139 0.065375 -0.120475 -0.059610 -0.974438
350 -0.7913669964 -0.232766 -0.086787 -0.199638 -0.009943 -0.153347 0.132375 -0.013286 0.054018 -0.124828 -0.022189 -1.000000
351 -0.7911676831 -0.216902 -0.035087 -0.153629 0.001624 -0.190678 0.132742 -0.097828 -0.017153 -0.155225 -0.006039 -1.000000
352 -0.7663404525 -0.160680 -0.178864 -0.238863 0.009345 -0.103215 0.089956 -0.073597 0.136546 -0.090079 -0.075761 -0.982434
353 -0.7805938281 -0.168732 -0.006302 -0.242056 -0.057147 -0.189480 0.090819 -0.110204 0.004401 -0.108315 -0.043022 -0.997583
354 -0.7739580242 -0.243669 -0.149017 -0.124502 0.047496 -0.128224 0.163661 -0.003766 0.040501 -0.159239 0.001258 -1.000000
355 -0.7899429661 -0.187483 -0.054670 -0.213987 -0.112892 -0.197359 0.096651 -0.023424 0.027381 -0.114986 -0.031122 -1.000000
356 -0.7584455483 -0.224918 -0.100648 -0.152572 0.103241 -0.120344 0.157829 -0.090546 0.017521 -0.152568 -0.010642 -0.987294
357 -0.7857775308 -0.203071 -0.082127 -0.191887 -0.035722 -0.164521 0.118394 -0.084800 0.060442 -0.116605 -0.014290 -1.000000
358 -0.7933296907 -0.209330 -0.073191 -0.174671 0.026071 -0.153183 0.136086 -0.029169 -0.015540 -0.150949 -0.027475 -0.992196
359 -0.7969427209 -0.226317 -0.128560 -0.221122 0.048180 -0.161105 0.124203 -0.103367 0.072857 -0.179197 -0.048251 -1.000000
360 -0.7634295998 -0.186084 -0.026758 -0.145437 -0.057831 -0.156598 0.130277 -0.010603 -0.027955 -0.088357 0.006487 -0.971892
361 -0.7728024256 -0.232360 -0.072092 -0.195286 0.040906 -0.189017 0.179277 -0.064856 0.074786 -0.135165 -0.044998 -1.000000
362 -0.7603372784 -0.180042 -0.083227 -0.171272 -0.050557 -0.128686 0.075203 -0.049114 -0.029884 -0.132389 0.003234 -0.999187
363 -0.7779491968 -0.176040 -0.072305 -0.185574 -0.005640 -0.217978 0.100505 -0.003373 0.079730 -0.169753 -0.028587 -1.000000
364 -0.7778517482 -0.251258 -0.123270 -0.222430 -0.010634 -0.109104 0.133838 -0.075359 -0.027446 -0.127141 -0.004263 -1.000000
365 -0.7998620695 -0.215354 -0.119666 -0.227808 0.033564 -0.150692 0.064462 -0.126978 0.069638 -0.133184 -0.027235 -1.000000
366 -0.7657541227 -0.205873 -0.064018 -0.183743 -0.027899 -0.182538 0.176998 -0.011092 0.006001 -0.170625 -0.045572 -0.971347
367 -0.7502647301 -0.193422 -0.115253 -0.207019 0.010274 -0.158462 0.160650 -0.070365 0.021243 -0.114909 0.018063 -0.977425
368 -0.7779754435 -0.227806 -0.068431 -0.204532 -0.004609 -0.174769 0.080811 -0.067705 0.054397 -0.188900 -0.090869 -1.000000
369 -0.7961649689 -0.205839 -0.122035 -0.244436 0.011341 -0.161707 0.129772 -0.076988 0.024106 -0.177469 -0.081998 -1.000000
370 -0.7789053206 -0.215388 -0.061649 -0.167115 -0.005676 -0.171523 0.111689 -0.061082 0.051533 -0.126341 0.009192 -0.991898
371 -0.7705666865 -0.175377 -0.124060 -0.178200 0.014786 -0.133540 0.131797 -0.040937 -0.012546 -0.113873 -0.020242 -0.987058
372 -0.7754514747 -0.245851 -0.059624 -0.233351 -0.009121 -0.199691 0.109664 -0.097133 0.088186 -0.189937 -0.052564 -1.000000
373 -0.7880598565 -0.227751 -0.164159 -0.221338 -0.004678 -0.153510 0.080974 -0.108356 0.067612 -0.177511 -0.070097 -1.000000
374 -0.7448955888 -0.193476 -0.019525 -0.190213 0.010343 -0.179720 0.160486 -0.029715 0.008027 -0.126299 -0.002709 -0.972612
375 -0.7657054431 -0.211316 -0.050193 -0.206699 0.021544 -0.132155 0.105040 -0.116997 0.052352 -0.210929 -0.071236 -0.989467
376 -0.7923959903 -0.219596 -0.189416 -0.241691 0.010203 -0.182122 0.074384 -0.086446 0.057415 -0.097037 -0.024806 -1.000000
377 -0.8003566506 -0.197080 -0.132385 -0.249696 0.009019 -0.149312 0.053878 -0.107803 0.080412 -0.177446 -0.036788 -1.000000
378 -0.7816552612 -0.233832 -0.107223 -0.198695 0.022728 -0.164966 0.125546 -0.095640 0.029355 -0.130521 -0.059254 -0.956493
379 -0.7836601034 -0.228195 -0.098647 -0.219907 -0.027069 -0.148485 0.086950 -0.110465 0.039703 -0.145713 -0.047058 -0.978219
380 -0.7926386407 -0.202717 -0.140962 -0.228483 0.058816 -0.165792 0.092474 -0.092978 0.070064 -0.162254 -0.048984 -1.000000
381 -0.7671298064 -0.230158 -0.127852 -0.244760 0.081185 -0.198706 0.176631 -0.044942 0.082598 -0.173663 -0.003432 -1.000000
382 -0.7826087308 -0.200754 -0.111757 -0.203630 -0.049439 -0.115572 0.002793 -0.158501 0.027169 -0.134303 -0.092610 -0.974884
383 -0.7711226346 -0.171116 -0.100542 -0.230116 0.014670 -0.131924 0.075852 -0.117783 0.067517 -0.147685 -0.011546 -0.999854
